dim1,dim2,dim3,dim4,value,iso,disease,R0
73,11,1,2,0,VEN,diphtheria,3
74,11,1,2,0,VEN,diphtheria,3
75,11,1,2,0,VEN,diphtheria,3
76,11,1,2,0,VEN,diphtheria,3
77,11,1,2,0,VEN,diphtheria,3
78,11,1,2,0,VEN,diphtheria,3
79,11,1,2,0,VEN,diphtheria,3
80,11,1,2,0,VEN,diphtheria,3
81,11,1,2,0,VEN,diphtheria,3
82,11,1,2,0,VEN,diphtheria,3
83,11,1,2,0,VEN,diphtheria,3
84,11,1,2,0,VEN,diphtheria,3
85,11,1,2,0,VEN,diphtheria,3
86,11,1,2,0,VEN,diphtheria,3
87,11,1,2,0,VEN,diphtheria,3
88,11,1,2,0,VEN,diphtheria,3
89,11,1,2,0,VEN,diphtheria,3
90,11,1,2,0,VEN,diphtheria,3
91,11,1,2,0,VEN,diphtheria,3
92,11,1,2,0,VEN,diphtheria,3
93,11,1,2,0,VEN,diphtheria,3
94,11,1,2,0,VEN,diphtheria,3
95,11,1,2,0,VEN,diphtheria,3
96,11,1,2,0,VEN,diphtheria,3
97,11,1,2,0,VEN,diphtheria,3
98,11,1,2,0,VEN,diphtheria,3
99,11,1,2,0,VEN,diphtheria,3
100,11,1,2,0,VEN,diphtheria,3
101,11,1,2,0,VEN,diphtheria,3
1,1,1,2,0,VEN,diphtheria,3
2,1,1,2,0,VEN,diphtheria,3
3,1,1,2,2,VEN,diphtheria,3
4,1,1,2,5,VEN,diphtheria,3
5,1,1,2,12,VEN,diphtheria,3
6,1,1,2,20,VEN,diphtheria,3
7,1,1,2,27,VEN,diphtheria,3
8,1,1,2,26,VEN,diphtheria,3
9,1,1,2,29.5,VEN,diphtheria,3
10,1,1,2,27,VEN,diphtheria,3
11,1,1,2,36,VEN,diphtheria,3
12,1,1,2,37,VEN,diphtheria,3
13,1,1,2,32.5,VEN,diphtheria,3
14,1,1,2,31,VEN,diphtheria,3
15,1,1,2,34,VEN,diphtheria,3
16,1,1,2,32,VEN,diphtheria,3
17,1,1,2,28.5,VEN,diphtheria,3
18,1,1,2,29,VEN,diphtheria,3
19,1,1,2,28,VEN,diphtheria,3
20,1,1,2,26.5,VEN,diphtheria,3
21,1,1,2,26,VEN,diphtheria,3
22,1,1,2,28,VEN,diphtheria,3
23,1,1,2,26,VEN,diphtheria,3
24,1,1,2,31,VEN,diphtheria,3
25,1,1,2,32,VEN,diphtheria,3
26,1,1,2,41.5,VEN,diphtheria,3
27,1,1,2,43,VEN,diphtheria,3
28,1,1,2,46,VEN,diphtheria,3
29,1,1,2,47.5,VEN,diphtheria,3
30,1,1,2,64.5,VEN,diphtheria,3
31,1,1,2,82,VEN,diphtheria,3
32,1,1,2,110,VEN,diphtheria,3
33,1,1,2,142,VEN,diphtheria,3
34,1,1,2,181,VEN,diphtheria,3
35,1,1,2,274,VEN,diphtheria,3
36,1,1,2,358,VEN,diphtheria,3
37,1,1,2,499,VEN,diphtheria,3
38,1,1,2,688.5,VEN,diphtheria,3
39,1,1,2,905.5,VEN,diphtheria,3
40,1,1,2,1120.5,VEN,diphtheria,3
41,1,1,2,1443.5,VEN,diphtheria,3
42,1,1,2,1818,VEN,diphtheria,3
43,1,1,2,2254,VEN,diphtheria,3
44,1,1,2,2805,VEN,diphtheria,3
45,1,1,2,3458,VEN,diphtheria,3
46,1,1,2,4070.5,VEN,diphtheria,3
47,1,1,2,4776.5,VEN,diphtheria,3
48,1,1,2,5538.5,VEN,diphtheria,3
49,1,1,2,6374.5,VEN,diphtheria,3
50,1,1,2,7489,VEN,diphtheria,3
51,1,1,2,8680,VEN,diphtheria,3
52,1,1,2,9966.5,VEN,diphtheria,3
53,1,1,2,11252,VEN,diphtheria,3
54,1,1,2,12709.5,VEN,diphtheria,3
55,1,1,2,14668,VEN,diphtheria,3
56,1,1,2,16466.5,VEN,diphtheria,3
57,1,1,2,18785.5,VEN,diphtheria,3
58,1,1,2,20999.5,VEN,diphtheria,3
59,1,1,2,23668,VEN,diphtheria,3
60,1,1,2,26454.5,VEN,diphtheria,3
61,1,1,2,29750,VEN,diphtheria,3
62,1,1,2,33079.5,VEN,diphtheria,3
63,1,1,2,36552,VEN,diphtheria,3
64,1,1,2,40129.5,VEN,diphtheria,3
65,1,1,2,43658.5,VEN,diphtheria,3
66,1,1,2,46818,VEN,diphtheria,3
67,1,1,2,50005.5,VEN,diphtheria,3
68,1,1,2,53392.5,VEN,diphtheria,3
69,1,1,2,56351,VEN,diphtheria,3
70,1,1,2,58544.5,VEN,diphtheria,3
71,1,1,2,60874.5,VEN,diphtheria,3
72,1,1,2,62218,VEN,diphtheria,3
73,1,1,2,63624,VEN,diphtheria,3
74,1,1,2,64251.5,VEN,diphtheria,3
75,1,1,2,65011,VEN,diphtheria,3
76,1,1,2,64969.5,VEN,diphtheria,3
77,1,1,2,63961,VEN,diphtheria,3
78,1,1,2,62559.5,VEN,diphtheria,3
79,1,1,2,60621,VEN,diphtheria,3
80,1,1,2,57963,VEN,diphtheria,3
81,1,1,2,54791,VEN,diphtheria,3
82,1,1,2,50810,VEN,diphtheria,3
83,1,1,2,46400.5,VEN,diphtheria,3
84,1,1,2,41972.5,VEN,diphtheria,3
85,1,1,2,36925.5,VEN,diphtheria,3
86,1,1,2,31938,VEN,diphtheria,3
87,1,1,2,27071,VEN,diphtheria,3
88,1,1,2,22484,VEN,diphtheria,3
89,1,1,2,18437,VEN,diphtheria,3
90,1,1,2,14962,VEN,diphtheria,3
91,1,1,2,11824.5,VEN,diphtheria,3
92,1,1,2,9237,VEN,diphtheria,3
93,1,1,2,6969,VEN,diphtheria,3
94,1,1,2,5159,VEN,diphtheria,3
95,1,1,2,3767.5,VEN,diphtheria,3
96,1,1,2,2756,VEN,diphtheria,3
97,1,1,2,1833,VEN,diphtheria,3
98,1,1,2,1203,VEN,diphtheria,3
99,1,1,2,784.5,VEN,diphtheria,3
100,1,1,2,463.5,VEN,diphtheria,3
101,1,1,2,630.5,VEN,diphtheria,3
1,2,1,2,0,VEN,diphtheria,3
2,2,1,2,0,VEN,diphtheria,3
3,2,1,2,0,VEN,diphtheria,3
4,2,1,2,0,VEN,diphtheria,3
5,2,1,2,0,VEN,diphtheria,3
6,2,1,2,0,VEN,diphtheria,3
7,2,1,2,0,VEN,diphtheria,3
8,2,1,2,0,VEN,diphtheria,3
9,2,1,2,0,VEN,diphtheria,3
10,2,1,2,0,VEN,diphtheria,3
11,2,1,2,0,VEN,diphtheria,3
12,2,1,2,0,VEN,diphtheria,3
13,2,1,2,0,VEN,diphtheria,3
14,2,1,2,0,VEN,diphtheria,3
15,2,1,2,0,VEN,diphtheria,3
16,2,1,2,0,VEN,diphtheria,3
17,2,1,2,0,VEN,diphtheria,3
18,2,1,2,0,VEN,diphtheria,3
19,2,1,2,0,VEN,diphtheria,3
20,2,1,2,0,VEN,diphtheria,3
21,2,1,2,0,VEN,diphtheria,3
22,2,1,2,0,VEN,diphtheria,3
23,2,1,2,0,VEN,diphtheria,3
24,2,1,2,0,VEN,diphtheria,3
25,2,1,2,0,VEN,diphtheria,3
26,2,1,2,0.5,VEN,diphtheria,3
27,2,1,2,3.5,VEN,diphtheria,3
28,2,1,2,4,VEN,diphtheria,3
29,2,1,2,11,VEN,diphtheria,3
30,2,1,2,11,VEN,diphtheria,3
31,2,1,2,16,VEN,diphtheria,3
32,2,1,2,20,VEN,diphtheria,3
33,2,1,2,30.5,VEN,diphtheria,3
34,2,1,2,48,VEN,diphtheria,3
35,2,1,2,72.5,VEN,diphtheria,3
36,2,1,2,105,VEN,diphtheria,3
37,2,1,2,140,VEN,diphtheria,3
38,2,1,2,184,VEN,diphtheria,3
39,2,1,2,260,VEN,diphtheria,3
40,2,1,2,313,VEN,diphtheria,3
41,2,1,2,379.5,VEN,diphtheria,3
42,2,1,2,484.5,VEN,diphtheria,3
43,2,1,2,597.5,VEN,diphtheria,3
44,2,1,2,721.5,VEN,diphtheria,3
45,2,1,2,788.5,VEN,diphtheria,3
46,2,1,2,882,VEN,diphtheria,3
47,2,1,2,988.5,VEN,diphtheria,3
48,2,1,2,1160.5,VEN,diphtheria,3
49,2,1,2,1288,VEN,diphtheria,3
50,2,1,2,1453,VEN,diphtheria,3
51,2,1,2,1603,VEN,diphtheria,3
52,2,1,2,1834,VEN,diphtheria,3
53,2,1,2,1938.5,VEN,diphtheria,3
54,2,1,2,1972.5,VEN,diphtheria,3
55,2,1,2,2040.5,VEN,diphtheria,3
56,2,1,2,2170.5,VEN,diphtheria,3
57,2,1,2,2150,VEN,diphtheria,3
58,2,1,2,2194.5,VEN,diphtheria,3
59,2,1,2,2256.5,VEN,diphtheria,3
60,2,1,2,2223,VEN,diphtheria,3
61,2,1,2,2180,VEN,diphtheria,3
62,2,1,2,2102,VEN,diphtheria,3
63,2,1,2,2021,VEN,diphtheria,3
64,2,1,2,1925,VEN,diphtheria,3
65,2,1,2,1812,VEN,diphtheria,3
66,2,1,2,1729.5,VEN,diphtheria,3
67,2,1,2,1629,VEN,diphtheria,3
68,2,1,2,1448,VEN,diphtheria,3
69,2,1,2,1261,VEN,diphtheria,3
70,2,1,2,1128.5,VEN,diphtheria,3
71,2,1,2,989.5,VEN,diphtheria,3
72,2,1,2,830,VEN,diphtheria,3
73,2,1,2,751.5,VEN,diphtheria,3
74,2,1,2,622,VEN,diphtheria,3
75,2,1,2,514,VEN,diphtheria,3
76,2,1,2,378,VEN,diphtheria,3
77,2,1,2,308,VEN,diphtheria,3
78,2,1,2,243,VEN,diphtheria,3
79,2,1,2,173.5,VEN,diphtheria,3
80,2,1,2,144,VEN,diphtheria,3
81,2,1,2,112,VEN,diphtheria,3
82,2,1,2,79,VEN,diphtheria,3
83,2,1,2,64,VEN,diphtheria,3
84,2,1,2,37,VEN,diphtheria,3
85,2,1,2,21,VEN,diphtheria,3
86,2,1,2,9,VEN,diphtheria,3
87,2,1,2,6,VEN,diphtheria,3
88,2,1,2,4,VEN,diphtheria,3
89,2,1,2,3,VEN,diphtheria,3
90,2,1,2,2,VEN,diphtheria,3
91,2,1,2,2,VEN,diphtheria,3
92,2,1,2,1,VEN,diphtheria,3
93,2,1,2,0,VEN,diphtheria,3
94,2,1,2,0,VEN,diphtheria,3
95,2,1,2,0.5,VEN,diphtheria,3
96,2,1,2,0,VEN,diphtheria,3
97,2,1,2,0,VEN,diphtheria,3
98,2,1,2,0,VEN,diphtheria,3
99,2,1,2,0,VEN,diphtheria,3
100,2,1,2,0,VEN,diphtheria,3
101,2,1,2,0,VEN,diphtheria,3
1,3,1,2,0,VEN,diphtheria,3
2,3,1,2,0,VEN,diphtheria,3
3,3,1,2,0,VEN,diphtheria,3
4,3,1,2,0,VEN,diphtheria,3
5,3,1,2,0,VEN,diphtheria,3
6,3,1,2,0,VEN,diphtheria,3
7,3,1,2,0,VEN,diphtheria,3
8,3,1,2,0,VEN,diphtheria,3
9,3,1,2,0,VEN,diphtheria,3
10,3,1,2,0,VEN,diphtheria,3
11,3,1,2,0,VEN,diphtheria,3
12,3,1,2,0,VEN,diphtheria,3
13,3,1,2,0,VEN,diphtheria,3
14,3,1,2,0,VEN,diphtheria,3
15,3,1,2,0,VEN,diphtheria,3
16,3,1,2,0,VEN,diphtheria,3
17,3,1,2,0,VEN,diphtheria,3
18,3,1,2,0,VEN,diphtheria,3
19,3,1,2,0,VEN,diphtheria,3
20,3,1,2,0,VEN,diphtheria,3
21,3,1,2,0,VEN,diphtheria,3
22,3,1,2,0,VEN,diphtheria,3
23,3,1,2,0,VEN,diphtheria,3
24,3,1,2,0,VEN,diphtheria,3
25,3,1,2,0,VEN,diphtheria,3
26,3,1,2,0,VEN,diphtheria,3
27,3,1,2,0,VEN,diphtheria,3
28,3,1,2,0,VEN,diphtheria,3
29,3,1,2,0,VEN,diphtheria,3
30,3,1,2,0,VEN,diphtheria,3
31,3,1,2,0,VEN,diphtheria,3
32,3,1,2,0,VEN,diphtheria,3
33,3,1,2,0,VEN,diphtheria,3
34,3,1,2,0,VEN,diphtheria,3
35,3,1,2,1.5,VEN,diphtheria,3
36,3,1,2,1,VEN,diphtheria,3
37,3,1,2,1,VEN,diphtheria,3
38,3,1,2,2,VEN,diphtheria,3
39,3,1,2,1.5,VEN,diphtheria,3
40,3,1,2,2,VEN,diphtheria,3
41,3,1,2,3,VEN,diphtheria,3
42,3,1,2,7,VEN,diphtheria,3
43,3,1,2,12,VEN,diphtheria,3
44,3,1,2,13,VEN,diphtheria,3
45,3,1,2,11,VEN,diphtheria,3
46,3,1,2,11,VEN,diphtheria,3
47,3,1,2,17,VEN,diphtheria,3
48,3,1,2,15,VEN,diphtheria,3
49,3,1,2,15,VEN,diphtheria,3
50,3,1,2,19.5,VEN,diphtheria,3
51,3,1,2,29,VEN,diphtheria,3
52,3,1,2,25,VEN,diphtheria,3
53,3,1,2,23,VEN,diphtheria,3
54,3,1,2,17,VEN,diphtheria,3
55,3,1,2,22,VEN,diphtheria,3
56,3,1,2,27,VEN,diphtheria,3
57,3,1,2,24,VEN,diphtheria,3
58,3,1,2,18,VEN,diphtheria,3
59,3,1,2,22,VEN,diphtheria,3
60,3,1,2,22,VEN,diphtheria,3
61,3,1,2,22,VEN,diphtheria,3
62,3,1,2,18,VEN,diphtheria,3
63,3,1,2,17,VEN,diphtheria,3
64,3,1,2,15,VEN,diphtheria,3
65,3,1,2,10,VEN,diphtheria,3
66,3,1,2,9.5,VEN,diphtheria,3
67,3,1,2,11.5,VEN,diphtheria,3
68,3,1,2,10,VEN,diphtheria,3
69,3,1,2,11,VEN,diphtheria,3
70,3,1,2,9,VEN,diphtheria,3
71,3,1,2,8,VEN,diphtheria,3
72,3,1,2,6.5,VEN,diphtheria,3
73,3,1,2,4,VEN,diphtheria,3
74,3,1,2,2,VEN,diphtheria,3
75,3,1,2,1,VEN,diphtheria,3
76,3,1,2,1,VEN,diphtheria,3
77,3,1,2,3,VEN,diphtheria,3
78,3,1,2,3,VEN,diphtheria,3
79,3,1,2,1.5,VEN,diphtheria,3
80,3,1,2,1,VEN,diphtheria,3
81,3,1,2,1,VEN,diphtheria,3
82,3,1,2,2.5,VEN,diphtheria,3
83,3,1,2,0.5,VEN,diphtheria,3
84,3,1,2,0,VEN,diphtheria,3
85,3,1,2,0,VEN,diphtheria,3
86,3,1,2,0,VEN,diphtheria,3
87,3,1,2,0,VEN,diphtheria,3
88,3,1,2,0,VEN,diphtheria,3
89,3,1,2,0,VEN,diphtheria,3
90,3,1,2,0,VEN,diphtheria,3
91,3,1,2,0,VEN,diphtheria,3
92,3,1,2,0,VEN,diphtheria,3
93,3,1,2,0,VEN,diphtheria,3
94,3,1,2,0,VEN,diphtheria,3
95,3,1,2,0,VEN,diphtheria,3
96,3,1,2,0,VEN,diphtheria,3
97,3,1,2,0,VEN,diphtheria,3
98,3,1,2,0,VEN,diphtheria,3
99,3,1,2,0,VEN,diphtheria,3
100,3,1,2,0,VEN,diphtheria,3
101,3,1,2,0,VEN,diphtheria,3
1,4,1,2,0,VEN,diphtheria,3
2,4,1,2,0,VEN,diphtheria,3
3,4,1,2,0,VEN,diphtheria,3
4,4,1,2,0,VEN,diphtheria,3
5,4,1,2,0,VEN,diphtheria,3
6,4,1,2,0,VEN,diphtheria,3
7,4,1,2,0,VEN,diphtheria,3
8,4,1,2,0,VEN,diphtheria,3
9,4,1,2,0,VEN,diphtheria,3
10,4,1,2,0,VEN,diphtheria,3
11,4,1,2,0,VEN,diphtheria,3
12,4,1,2,0,VEN,diphtheria,3
13,4,1,2,0,VEN,diphtheria,3
14,4,1,2,0,VEN,diphtheria,3
15,4,1,2,0,VEN,diphtheria,3
16,4,1,2,0,VEN,diphtheria,3
17,4,1,2,0,VEN,diphtheria,3
18,4,1,2,0,VEN,diphtheria,3
19,4,1,2,0,VEN,diphtheria,3
20,4,1,2,0,VEN,diphtheria,3
21,4,1,2,0,VEN,diphtheria,3
22,4,1,2,0,VEN,diphtheria,3
23,4,1,2,0,VEN,diphtheria,3
24,4,1,2,0,VEN,diphtheria,3
25,4,1,2,0,VEN,diphtheria,3
26,4,1,2,0,VEN,diphtheria,3
27,4,1,2,0,VEN,diphtheria,3
28,4,1,2,0,VEN,diphtheria,3
29,4,1,2,0,VEN,diphtheria,3
30,4,1,2,0,VEN,diphtheria,3
31,4,1,2,0,VEN,diphtheria,3
32,4,1,2,0,VEN,diphtheria,3
33,4,1,2,0,VEN,diphtheria,3
34,4,1,2,0,VEN,diphtheria,3
35,4,1,2,0,VEN,diphtheria,3
36,4,1,2,0,VEN,diphtheria,3
37,4,1,2,0,VEN,diphtheria,3
38,4,1,2,0,VEN,diphtheria,3
39,4,1,2,0,VEN,diphtheria,3
40,4,1,2,0,VEN,diphtheria,3
41,4,1,2,0,VEN,diphtheria,3
42,4,1,2,0,VEN,diphtheria,3
43,4,1,2,0,VEN,diphtheria,3
44,4,1,2,0,VEN,diphtheria,3
45,4,1,2,0,VEN,diphtheria,3
46,4,1,2,0,VEN,diphtheria,3
47,4,1,2,0,VEN,diphtheria,3
48,4,1,2,0,VEN,diphtheria,3
49,4,1,2,0,VEN,diphtheria,3
50,4,1,2,0,VEN,diphtheria,3
51,4,1,2,0,VEN,diphtheria,3
52,4,1,2,0,VEN,diphtheria,3
53,4,1,2,0,VEN,diphtheria,3
54,4,1,2,0,VEN,diphtheria,3
55,4,1,2,0,VEN,diphtheria,3
56,4,1,2,0,VEN,diphtheria,3
57,4,1,2,0,VEN,diphtheria,3
58,4,1,2,0,VEN,diphtheria,3
59,4,1,2,0,VEN,diphtheria,3
60,4,1,2,0,VEN,diphtheria,3
61,4,1,2,0,VEN,diphtheria,3
62,4,1,2,0,VEN,diphtheria,3
63,4,1,2,0,VEN,diphtheria,3
64,4,1,2,0,VEN,diphtheria,3
65,4,1,2,0,VEN,diphtheria,3
66,4,1,2,0,VEN,diphtheria,3
67,4,1,2,0,VEN,diphtheria,3
68,4,1,2,0,VEN,diphtheria,3
69,4,1,2,0,VEN,diphtheria,3
70,4,1,2,0,VEN,diphtheria,3
71,4,1,2,0,VEN,diphtheria,3
72,4,1,2,0,VEN,diphtheria,3
73,4,1,2,0,VEN,diphtheria,3
74,4,1,2,0,VEN,diphtheria,3
75,4,1,2,0,VEN,diphtheria,3
76,4,1,2,0,VEN,diphtheria,3
77,4,1,2,0,VEN,diphtheria,3
78,4,1,2,0,VEN,diphtheria,3
79,4,1,2,0,VEN,diphtheria,3
80,4,1,2,0,VEN,diphtheria,3
81,4,1,2,0,VEN,diphtheria,3
82,4,1,2,0,VEN,diphtheria,3
83,4,1,2,0,VEN,diphtheria,3
84,4,1,2,0,VEN,diphtheria,3
85,4,1,2,0,VEN,diphtheria,3
86,4,1,2,0,VEN,diphtheria,3
87,4,1,2,0,VEN,diphtheria,3
88,4,1,2,0,VEN,diphtheria,3
89,4,1,2,0,VEN,diphtheria,3
90,4,1,2,0,VEN,diphtheria,3
91,4,1,2,0,VEN,diphtheria,3
92,4,1,2,0,VEN,diphtheria,3
93,4,1,2,0,VEN,diphtheria,3
94,4,1,2,0,VEN,diphtheria,3
95,4,1,2,0,VEN,diphtheria,3
96,4,1,2,0,VEN,diphtheria,3
97,4,1,2,0,VEN,diphtheria,3
98,4,1,2,0,VEN,diphtheria,3
99,4,1,2,0,VEN,diphtheria,3
100,4,1,2,0,VEN,diphtheria,3
101,4,1,2,0,VEN,diphtheria,3
1,5,1,2,0,VEN,diphtheria,3
2,5,1,2,0,VEN,diphtheria,3
3,5,1,2,0,VEN,diphtheria,3
4,5,1,2,0,VEN,diphtheria,3
5,5,1,2,0,VEN,diphtheria,3
6,5,1,2,0,VEN,diphtheria,3
7,5,1,2,0,VEN,diphtheria,3
8,5,1,2,0,VEN,diphtheria,3
9,5,1,2,0,VEN,diphtheria,3
10,5,1,2,0,VEN,diphtheria,3
11,5,1,2,0,VEN,diphtheria,3
12,5,1,2,0,VEN,diphtheria,3
13,5,1,2,0,VEN,diphtheria,3
14,5,1,2,0,VEN,diphtheria,3
15,5,1,2,0,VEN,diphtheria,3
16,5,1,2,0,VEN,diphtheria,3
17,5,1,2,0,VEN,diphtheria,3
18,5,1,2,0,VEN,diphtheria,3
19,5,1,2,0,VEN,diphtheria,3
20,5,1,2,0,VEN,diphtheria,3
21,5,1,2,0,VEN,diphtheria,3
22,5,1,2,0,VEN,diphtheria,3
23,5,1,2,0,VEN,diphtheria,3
24,5,1,2,0,VEN,diphtheria,3
25,5,1,2,0,VEN,diphtheria,3
26,5,1,2,0,VEN,diphtheria,3
27,5,1,2,0,VEN,diphtheria,3
28,5,1,2,0,VEN,diphtheria,3
29,5,1,2,0,VEN,diphtheria,3
30,5,1,2,0,VEN,diphtheria,3
31,5,1,2,0,VEN,diphtheria,3
32,5,1,2,0,VEN,diphtheria,3
33,5,1,2,0,VEN,diphtheria,3
34,5,1,2,0,VEN,diphtheria,3
35,5,1,2,0,VEN,diphtheria,3
36,5,1,2,0,VEN,diphtheria,3
37,5,1,2,0,VEN,diphtheria,3
38,5,1,2,0,VEN,diphtheria,3
39,5,1,2,0,VEN,diphtheria,3
40,5,1,2,0,VEN,diphtheria,3
41,5,1,2,0,VEN,diphtheria,3
42,5,1,2,0,VEN,diphtheria,3
43,5,1,2,0,VEN,diphtheria,3
44,5,1,2,0,VEN,diphtheria,3
45,5,1,2,0,VEN,diphtheria,3
46,5,1,2,0,VEN,diphtheria,3
47,5,1,2,0,VEN,diphtheria,3
48,5,1,2,0,VEN,diphtheria,3
49,5,1,2,0,VEN,diphtheria,3
50,5,1,2,0,VEN,diphtheria,3
51,5,1,2,0,VEN,diphtheria,3
52,5,1,2,0,VEN,diphtheria,3
53,5,1,2,0,VEN,diphtheria,3
54,5,1,2,0,VEN,diphtheria,3
55,5,1,2,0,VEN,diphtheria,3
56,5,1,2,0,VEN,diphtheria,3
57,5,1,2,0,VEN,diphtheria,3
58,5,1,2,0,VEN,diphtheria,3
59,5,1,2,0,VEN,diphtheria,3
60,5,1,2,0,VEN,diphtheria,3
61,5,1,2,0,VEN,diphtheria,3
62,5,1,2,0,VEN,diphtheria,3
63,5,1,2,0,VEN,diphtheria,3
64,5,1,2,0,VEN,diphtheria,3
65,5,1,2,0,VEN,diphtheria,3
66,5,1,2,0,VEN,diphtheria,3
67,5,1,2,0,VEN,diphtheria,3
68,5,1,2,0,VEN,diphtheria,3
69,5,1,2,0,VEN,diphtheria,3
70,5,1,2,0,VEN,diphtheria,3
71,5,1,2,0,VEN,diphtheria,3
72,5,1,2,0,VEN,diphtheria,3
73,5,1,2,0,VEN,diphtheria,3
74,5,1,2,0,VEN,diphtheria,3
75,5,1,2,0,VEN,diphtheria,3
76,5,1,2,0,VEN,diphtheria,3
77,5,1,2,0,VEN,diphtheria,3
78,5,1,2,0,VEN,diphtheria,3
79,5,1,2,0,VEN,diphtheria,3
80,5,1,2,0,VEN,diphtheria,3
81,5,1,2,0,VEN,diphtheria,3
82,5,1,2,0,VEN,diphtheria,3
83,5,1,2,0,VEN,diphtheria,3
84,5,1,2,0,VEN,diphtheria,3
85,5,1,2,0,VEN,diphtheria,3
86,5,1,2,0,VEN,diphtheria,3
87,5,1,2,0,VEN,diphtheria,3
88,5,1,2,0,VEN,diphtheria,3
89,5,1,2,0,VEN,diphtheria,3
90,5,1,2,0,VEN,diphtheria,3
91,5,1,2,0,VEN,diphtheria,3
92,5,1,2,0,VEN,diphtheria,3
93,5,1,2,0,VEN,diphtheria,3
94,5,1,2,0,VEN,diphtheria,3
95,5,1,2,0,VEN,diphtheria,3
96,5,1,2,0,VEN,diphtheria,3
97,5,1,2,0,VEN,diphtheria,3
98,5,1,2,0,VEN,diphtheria,3
99,5,1,2,0,VEN,diphtheria,3
100,5,1,2,0,VEN,diphtheria,3
101,5,1,2,0,VEN,diphtheria,3
1,6,1,2,0,VEN,diphtheria,3
2,6,1,2,0,VEN,diphtheria,3
3,6,1,2,0,VEN,diphtheria,3
4,6,1,2,0,VEN,diphtheria,3
5,6,1,2,0,VEN,diphtheria,3
6,6,1,2,0,VEN,diphtheria,3
7,6,1,2,0,VEN,diphtheria,3
8,6,1,2,0,VEN,diphtheria,3
9,6,1,2,0,VEN,diphtheria,3
10,6,1,2,0,VEN,diphtheria,3
11,6,1,2,0,VEN,diphtheria,3
12,6,1,2,0,VEN,diphtheria,3
13,6,1,2,0,VEN,diphtheria,3
14,6,1,2,0,VEN,diphtheria,3
15,6,1,2,0,VEN,diphtheria,3
16,6,1,2,0,VEN,diphtheria,3
17,6,1,2,0,VEN,diphtheria,3
18,6,1,2,0,VEN,diphtheria,3
19,6,1,2,0,VEN,diphtheria,3
20,6,1,2,0,VEN,diphtheria,3
21,6,1,2,0,VEN,diphtheria,3
22,6,1,2,0,VEN,diphtheria,3
23,6,1,2,0,VEN,diphtheria,3
24,6,1,2,0,VEN,diphtheria,3
25,6,1,2,0,VEN,diphtheria,3
26,6,1,2,0,VEN,diphtheria,3
27,6,1,2,0,VEN,diphtheria,3
28,6,1,2,0,VEN,diphtheria,3
29,6,1,2,0,VEN,diphtheria,3
30,6,1,2,0,VEN,diphtheria,3
31,6,1,2,0,VEN,diphtheria,3
32,6,1,2,0,VEN,diphtheria,3
33,6,1,2,0,VEN,diphtheria,3
34,6,1,2,0,VEN,diphtheria,3
35,6,1,2,0,VEN,diphtheria,3
36,6,1,2,0,VEN,diphtheria,3
37,6,1,2,0,VEN,diphtheria,3
38,6,1,2,0,VEN,diphtheria,3
39,6,1,2,0,VEN,diphtheria,3
40,6,1,2,0,VEN,diphtheria,3
41,6,1,2,0,VEN,diphtheria,3
42,6,1,2,0,VEN,diphtheria,3
43,6,1,2,0,VEN,diphtheria,3
44,6,1,2,0,VEN,diphtheria,3
45,6,1,2,0,VEN,diphtheria,3
46,6,1,2,0,VEN,diphtheria,3
47,6,1,2,0,VEN,diphtheria,3
48,6,1,2,0,VEN,diphtheria,3
49,6,1,2,0,VEN,diphtheria,3
50,6,1,2,0,VEN,diphtheria,3
51,6,1,2,0,VEN,diphtheria,3
52,6,1,2,0,VEN,diphtheria,3
53,6,1,2,0,VEN,diphtheria,3
54,6,1,2,0,VEN,diphtheria,3
55,6,1,2,0,VEN,diphtheria,3
56,6,1,2,0,VEN,diphtheria,3
57,6,1,2,0,VEN,diphtheria,3
58,6,1,2,0,VEN,diphtheria,3
59,6,1,2,0,VEN,diphtheria,3
60,6,1,2,0,VEN,diphtheria,3
61,6,1,2,0,VEN,diphtheria,3
62,6,1,2,0,VEN,diphtheria,3
63,6,1,2,0,VEN,diphtheria,3
64,6,1,2,0,VEN,diphtheria,3
65,6,1,2,0,VEN,diphtheria,3
66,6,1,2,0,VEN,diphtheria,3
67,6,1,2,0,VEN,diphtheria,3
68,6,1,2,0,VEN,diphtheria,3
69,6,1,2,0,VEN,diphtheria,3
70,6,1,2,0,VEN,diphtheria,3
71,6,1,2,0,VEN,diphtheria,3
72,6,1,2,0,VEN,diphtheria,3
73,6,1,2,0,VEN,diphtheria,3
74,6,1,2,0,VEN,diphtheria,3
75,6,1,2,0,VEN,diphtheria,3
76,6,1,2,0,VEN,diphtheria,3
77,6,1,2,0,VEN,diphtheria,3
78,6,1,2,0,VEN,diphtheria,3
79,6,1,2,0,VEN,diphtheria,3
80,6,1,2,0,VEN,diphtheria,3
81,6,1,2,0,VEN,diphtheria,3
82,6,1,2,0,VEN,diphtheria,3
83,6,1,2,0,VEN,diphtheria,3
84,6,1,2,0,VEN,diphtheria,3
85,6,1,2,0,VEN,diphtheria,3
86,6,1,2,0,VEN,diphtheria,3
87,6,1,2,0,VEN,diphtheria,3
88,6,1,2,0,VEN,diphtheria,3
89,6,1,2,0,VEN,diphtheria,3
90,6,1,2,0,VEN,diphtheria,3
